,decision,draws,losses,wins,opponent_wins,opponent_losses,opponent_draws,Height_Difference,Age_Difference
28927,Win,0,13,4,4,6,0,0.0,-6.0
28928,Win,0,7,0,0,4,0,8.0,-3.0
28929,Win,0,7,0,0,4,0,8.0,-3.0
28930,Win,0,7,0,0,4,0,8.0,-3.0
28931,Win,0,7,0,0,4,0,8.0,-3.0
28940,Win,1,7,6,4,3,0,-1.0,-4.0
28941,Win,3,57,12,12,48,3,7.0,-17.0
28942,Draw,2,1,7,3,0,1,12.0,1.0
28970,Loss,0,0,12,6,0,0,-5.0,7.0
28978,Win,5,61,14,8,3,2,8.0,-1.0
28979,Loss,1,2,25,24,2,1,5.0,9.0
28980,Win,5,61,14,10,12,2,-1.0,0.0
28981,Win,5,61,14,10,12,2,-1.0,0.0
28982,Loss,8,21,6,4,5,3,0.0,2.0
28983,Win,8,21,6,2,1,3,0.0,2.0
28984,Loss,8,21,6,4,5,3,0.0,2.0
28985,Win,8,21,6,2,1,3,0.0,2.0
28986,Loss,1,0,12,6,0,0,3.0,13.0
28987,Loss,1,0,12,6,0,0,3.0,13.0
28988,Loss,2,4,20,10,3,2,-5.0,5.0
28989,Loss,2,4,20,10,3,2,-5.0,5.0
28997,Loss,0,0,6,4,0,0,-2.0,1.0
29088,Win,1,33,6,5,18,1,-14.0,0.0
29089,Win,1,33,6,5,18,1,-14.0,0.0
29116,Loss,0,1,24,6,0,0,-1.0,17.0
29117,Loss,0,1,24,6,0,0,-1.0,17.0
29118,Loss,0,1,24,6,0,0,-1.0,17.0
29119,Loss,0,1,24,6,0,0,-1.0,17.0
29122,Loss,0,2,21,5,0,0,2.0,13.0
29123,Loss,0,2,21,5,0,0,2.0,13.0
29237,Loss,1,6,23,14,2,0,-9.0,1.0
29238,Draw,1,5,0,0,3,0,1.0,-1.0
29260,Loss,2,13,16,13,7,2,-5.0,5.0
29261,Loss,2,13,16,13,7,2,-5.0,5.0
29262,Loss,2,12,18,16,9,2,-10.0,8.0
29264,Loss,1,18,23,12,8,0,-8.0,15.0
29265,Win,1,3,15,15,2,1,2.0,2.0
29301,Win,3,12,29,29,8,3,10.0,-4.0
29302,Win,3,57,12,6,9,2,5.0,-7.0
29303,Win,1,5,43,30,3,1,1.0,-2.0
29305,Win,4,20,9,9,8,4,11.0,0.0
29377,Win,0,3,0,0,1,0,10.0,0.0
29378,Win,0,9,2,1,7,0,0.0,6.0
29379,Win,0,9,2,1,7,0,0.0,6.0
29380,Win,0,9,2,1,7,0,0.0,6.0
29410,Loss,0,0,18,1,0,0,-7.0,4.0
29411,Loss,3,16,16,14,13,3,-5.0,-8.0
29412,Loss,0,2,4,0,0,0,-5.0,2.0
29413,Loss,0,1,14,8,0,0,-5.0,-5.0
29414,Loss,0,0,4,1,0,0,-5.0,3.0
29428,Loss,0,0,4,4,0,0,3.0,6.0
29429,Loss,0,0,13,8,0,0,-5.0,3.0
29430,Loss,1,0,9,7,0,1,0.0,1.0
29437,Loss,0,0,10,7,0,0,2.0,16.0
29446,Win,0,3,26,7,0,0,13.0,6.0
29447,Win,0,3,26,7,0,0,13.0,6.0
29448,Win,0,3,26,7,0,0,13.0,6.0
29449,Win,0,3,29,28,2,0,-2.0,2.0
29450,Win,3,8,16,16,6,3,5.0,-3.0
29452,Win,0,18,20,17,2,0,-3.0,-5.0
29467,Loss,0,2,17,16,2,0,-7.0,0.0
29468,Loss,0,2,17,16,2,0,-7.0,0.0
29470,Win,0,27,20,20,22,0,8.0,-4.0
29471,Win,0,16,19,14,4,0,3.0,0.0
29472,Win,0,16,19,14,4,0,3.0,0.0
29473,Loss,1,1,14,12,0,0,-10.0,5.0
29474,Loss,0,2,17,14,1,0,-7.0,0.0
29475,Loss,0,2,17,14,1,0,-7.0,0.0
29476,Loss,0,1,18,15,0,0,-2.0,1.0
29477,Loss,0,1,18,13,0,0,-2.0,1.0
29478,Win,1,28,16,12,20,1,-1.0,-6.0
29479,Win,4,19,9,7,8,3,0.0,-1.0
29480,Win,1,8,20,17,4,1,8.0,-3.0
29481,Win,1,8,20,17,4,1,8.0,-3.0
29484,Loss,1,2,33,30,1,1,-13.0,-4.0
29497,Win,1,5,21,12,0,1,3.0,5.0
29543,Draw,2,4,6,6,3,1,3.0,1.0
29544,Draw,2,5,6,6,3,1,3.0,1.0
29546,Win,2,4,6,6,2,1,13.0,-4.0
29547,Win,2,5,6,6,2,1,13.0,-4.0
29548,Win,0,10,7,7,9,0,5.0,-7.0
29549,Win,0,10,7,7,9,0,5.0,-7.0
29550,Win,0,4,0,0,1,0,5.0,-3.0
29554,Loss,0,0,25,1,0,0,2.0,8.0
29556,Win,1,2,13,10,0,0,-2.0,0.0
29559,Loss,0,0,6,5,0,0,-12.0,5.0
29560,Loss,0,0,6,5,0,0,-12.0,5.0
29561,Loss,1,1,13,8,0,1,-1.0,10.0
29562,Loss,1,1,13,8,0,1,-1.0,10.0
29573,Win,0,9,10,5,3,0,-7.0,2.0
29574,Loss,0,4,37,17,0,0,-10.0,7.0
29586,Loss,1,3,10,0,0,0,2.0,4.0
29588,Loss,1,26,1,0,25,1,-13.0,-2.0
29589,Loss,1,26,1,0,25,1,-13.0,-2.0
29741,Win,4,9,1,0,6,3,2.0,0.0
29742,Win,5,13,5,5,9,4,-3.0,-3.0
29743,Win,5,13,5,5,9,4,-3.0,-3.0
29803,Draw,4,20,23,15,4,2,-10.0,3.0
29807,Win,0,5,1,1,4,0,10.0,11.0
29808,Loss,3,16,37,23,6,3,7.0,-2.0
29809,Loss,1,9,14,9,0,0,3.0,7.0
29845,Win,8,72,20,16,55,6,-5.0,17.0
29846,Win,8,72,20,10,42,5,-5.0,17.0
29847,Win,0,19,8,3,4,0,-4.0,3.0
29954,Win,0,9,11,3,1,0,-4.0,0.0
29957,Draw,3,13,12,4,2,2,2.0,-8.0
29994,Win,0,8,42,41,7,0,-2.0,-5.0
29996,Win,1,20,5,5,12,1,5.0,0.0
29997,Win,2,10,28,28,8,2,9.0,-11.0
30036,Win,5,13,5,3,2,2,-5.0,-1.0
30037,Win,5,13,5,3,2,2,-5.0,-1.0
30038,Win,5,13,5,3,2,2,-5.0,-1.0
30039,Win,5,13,5,3,2,2,-5.0,-1.0
30040,Loss,0,1,18,12,0,0,-7.0,-1.0
30041,Loss,0,1,18,12,0,0,-7.0,-1.0
30042,Win,0,27,3,2,11,0,0.0,-1.0
30043,Win,0,27,3,2,11,0,0.0,-1.0
30048,Loss,5,13,5,3,4,4,0.0,5.0
30049,Loss,5,13,5,3,4,4,0.0,5.0
30051,Loss,0,0,6,2,0,0,-5.0,8.0
30052,Win,5,13,5,3,1,2,-3.0,3.0
30053,Win,5,13,5,3,1,2,-3.0,3.0
30054,Loss,5,3,6,2,1,3,7.0,8.0
30086,Win,0,1,24,17,0,0,5.0,7.0
30087,Win,0,1,24,17,0,0,5.0,7.0
30092,Loss,1,0,6,4,0,1,5.0,0.0
30093,Loss,0,2,7,5,1,0,-3.0,1.0
30095,Loss,0,1,10,7,0,0,-3.0,-5.0
30096,Loss,0,1,10,7,0,0,-3.0,-5.0
30098,Loss,0,0,8,7,0,0,7.0,0.0
30099,Win,0,5,3,2,0,0,2.0,-5.0
30100,Win,0,2,7,7,0,0,2.0,-4.0
30101,Loss,1,0,15,7,0,0,7.0,2.0
30102,Loss,0,1,13,8,0,0,7.0,2.0
30103,Loss,1,3,10,7,1,1,0.0,5.0
30104,Loss,0,4,12,8,0,0,-3.0,-1.0
30105,Loss,0,4,12,8,0,0,-3.0,-1.0
30106,Win,2,3,5,3,1,1,2.0,2.0
30107,Win,2,3,5,3,1,1,2.0,2.0
30111,Loss,1,0,15,10,0,0,2.0,8.0
30112,Win,2,20,22,1,1,0,2.0,-1.0
30113,Win,2,20,22,1,1,0,2.0,-1.0
30115,Loss,1,8,11,2,2,1,2.0,0.0
30122,Loss,0,1,13,12,1,0,-3.0,6.0
30123,Loss,0,1,13,12,1,0,-3.0,6.0
30124,Loss,0,4,40,24,0,0,-5.0,0.0
30125,Loss,0,4,40,24,0,0,-5.0,0.0
30128,Win,0,4,12,11,0,0,0.0,-3.0
30129,Win,0,4,12,11,0,0,0.0,-3.0
30130,Win,1,28,16,15,26,1,-1.0,-10.0
30131,Win,1,10,7,6,1,0,15.0,0.0
30203,Win,0,10,9,5,3,0,-2.0,-6.0
30204,Win,0,10,9,5,3,0,-2.0,-6.0
30205,Win,0,10,3,3,5,0,5.0,-20.0
30206,Win,0,10,3,3,5,0,5.0,-20.0
30229,Loss,0,2,35,23,0,0,0.0,-5.0
30230,Win,1,4,27,15,1,0,8.0,0.0
30231,Win,1,4,27,15,1,0,8.0,0.0
30234,Win,2,23,0,0,18,1,5.0,-15.0
30235,Win,0,9,2,2,4,0,0.0,-1.0
30236,Win,0,23,3,1,0,0,5.0,-8.0
30239,Win,0,5,3,3,4,0,0.0,-1.0
30240,Win,0,3,1,1,0,0,13.0,-8.0
30260,Loss,0,2,5,2,0,0,-7.0,-12.0
30289,Loss,0,2,11,0,0,0,-7.0,-3.0
30290,Loss,1,7,7,2,0,0,-15.0,3.0
30302,Win,2,14,0,0,9,1,0.0,-14.0
30318,Win,1,3,1,1,0,1,0.0,-8.0
30332,Loss,3,0,11,4,0,3,4.0,-5.0
30363,Loss,0,0,4,1,0,0,1.0,6.0
30364,Loss,0,0,4,1,0,0,1.0,6.0
30365,Loss,0,0,4,1,0,0,1.0,6.0
30373,Loss,0,5,13,12,5,0,0.0,1.0
30374,Loss,0,5,13,12,5,0,0.0,1.0
30375,Loss,0,12,8,3,0,0,-2.0,3.0
30376,Loss,0,12,8,3,0,0,-2.0,3.0
30377,Win,0,19,23,19,12,0,13.0,2.0
30378,Win,0,17,20,18,7,0,8.0,-6.0
30380,Loss,0,0,12,8,0,0,0.0,-1.0
30447,Loss,0,0,18,2,0,0,-8.0,4.0
30448,Loss,0,0,18,2,0,0,-8.0,4.0
30462,Win,0,2,7,6,1,0,-3.0,6.0
30463,Win,1,8,9,9,3,0,2.0,5.0
30464,Win,1,8,9,9,3,0,2.0,5.0
30672,Loss,5,21,9,0,0,1,0.0,10.0
30673,Loss,0,2,9,5,0,0,0.0,-2.0
30676,Loss,1,0,8,2,0,0,5.0,9.0
30677,Loss,1,0,15,0,0,0,-1.0,9.0
30678,Win,5,21,9,9,13,3,-3.0,11.0
30680,Win,0,13,16,16,10,0,-13.0,-1.0
30681,Loss,0,2,9,6,1,0,-9.0,10.0
30703,Loss,0,3,31,25,3,0,-2.0,4.0
30744,Win,0,5,21,15,2,0,5.0,-2.0
30745,Loss,0,8,32,29,8,0,5.0,-1.0
30746,Draw,3,3,32,32,3,2,5.0,-3.0
30747,Win,0,5,15,15,4,0,0.0,4.0
30748,Win,0,7,21,18,4,0,5.0,-4.0
30749,Win,0,7,21,18,4,0,5.0,-4.0
30793,Win,3,19,3,1,11,1,5.0,-5.0
30794,Win,2,7,5,0,0,0,13.0,-6.0
30803,Loss,2,2,2,1,1,0,8.0,-3.0
30804,Loss,0,1,8,2,0,0,5.0,1.0
30805,Loss,1,0,7,1,0,0,3.0,-3.0
30806,Loss,0,0,17,1,0,0,5.0,1.0
30807,Loss,0,0,17,1,0,0,5.0,1.0
30821,Loss,0,0,17,14,0,0,5.0,0.0
30822,Loss,0,0,17,14,0,0,5.0,0.0
30841,Win,0,9,1,1,6,0,3.0,-5.0
30842,Draw,1,2,3,1,1,0,8.0,-5.0
30843,Win,8,28,15,15,27,8,5.0,-18.0
30855,Loss,2,11,2,0,0,0,0.0,-3.0
30856,Loss,2,3,8,2,2,2,-3.0,1.0
30857,Draw,1,1,8,0,0,0,-8.0,5.0
30918,Loss,2,3,4,2,3,2,8.0,0.0
30919,Win,2,8,3,3,4,1,10.0,-4.0
30920,Loss,2,8,3,1,1,0,10.0,-4.0
30923,Win,3,57,12,10,43,3,3.0,-18.0
30924,Win,0,5,0,0,1,0,-2.0,-19.0
30925,Win,0,2,2,1,1,0,0.0,-8.0
30927,Win,0,1,0,0,0,0,-8.0,-3.0
30928,Win,3,57,12,12,51,3,3.0,-14.0
30929,Win,1,1,2,2,0,1,-1.0,4.0
30930,Win,3,57,12,12,49,3,-6.0,-3.0
30931,Win,2,24,9,7,16,2,0.0,-5.0
30932,Loss,3,6,12,2,1,0,-5.0,-6.0
30935,Loss,2,24,9,7,23,2,-2.0,4.0
30936,Win,1,1,6,4,0,1,-5.0,6.0
30937,Loss,0,10,17,13,5,0,-14.0,15.0
30938,Loss,0,10,17,13,5,0,-14.0,15.0
30939,Loss,0,5,19,17,4,0,-20.0,16.0
30940,Loss,0,5,19,17,4,0,-20.0,16.0
30941,Win,0,10,17,17,7,0,-4.0,6.0
30942,Win,0,10,17,17,7,0,-4.0,6.0
30943,Win,0,3,1,1,2,0,-4.0,-3.0
30944,Win,0,3,1,1,2,0,-4.0,-3.0
30945,Win,2,5,2,0,4,1,-2.0,-2.0
30946,Win,2,5,2,0,4,1,-2.0,-2.0
30947,Win,2,5,2,0,4,1,-2.0,-2.0
30948,Win,2,5,2,0,4,1,-2.0,-2.0
30984,Loss,1,0,8,0,0,0,2.0,-1.0
30985,Loss,1,0,8,0,0,0,2.0,-1.0
30986,Loss,0,0,8,5,0,0,8.0,-5.0
30987,Loss,0,5,3,1,3,0,-4.0,-3.0
30990,Win,0,9,1,1,6,0,14.0,-3.0
30991,Win,0,9,1,0,0,0,14.0,-3.0
30992,Win,0,9,1,1,6,0,14.0,-3.0
30993,Win,0,9,1,0,0,0,14.0,-3.0
30996,Loss,0,0,11,8,0,0,-7.0,2.0
30997,Win,0,4,16,14,1,0,-13.0,4.0
30998,Win,0,4,16,14,0,0,-13.0,4.0
30999,Loss,0,0,4,0,0,0,-2.0,6.0
31000,Loss,0,0,4,0,0,0,-2.0,6.0
31075,Loss,0,1,12,10,1,0,-4.0,2.0
31077,Win,1,6,18,18,4,1,3.0,-14.0
31087,Win,1,6,11,7,3,1,-1.0,-5.0
31088,Win,1,6,11,7,3,1,-1.0,-5.0
31089,Win,1,6,11,7,3,1,-1.0,-5.0
31090,Win,1,6,11,7,3,1,-1.0,-5.0
31093,Loss,1,2,14,10,0,1,-2.0,1.0
31094,Loss,1,2,14,10,0,1,-2.0,1.0
31095,Loss,1,2,14,10,0,1,-2.0,1.0
31096,Loss,1,2,14,10,0,1,-2.0,1.0
31102,Loss,3,18,8,4,12,2,-5.0,-3.0
31103,Loss,3,18,8,1,7,1,-5.0,-3.0
31104,Loss,1,11,39,15,1,1,2.0,-6.0
31115,Win,1,11,39,36,9,1,5.0,-8.0
31116,Win,1,11,39,36,9,1,5.0,-8.0
31137,Win,0,1,1,0,0,0,9.0,6.0
31138,Draw,1,3,7,7,2,0,0.0,8.0
31139,Draw,1,3,7,7,2,0,0.0,8.0
31140,Win,1,8,12,7,2,1,2.0,-1.0
31141,Win,1,8,12,7,2,1,2.0,-1.0
31142,Win,1,8,12,7,2,1,2.0,-1.0
31143,Win,1,8,12,7,2,1,2.0,-1.0
31146,Loss,1,3,7,1,0,0,0.0,3.0
31169,Loss,0,2,19,13,0,0,-12.0,9.0
31171,Win,3,7,14,13,4,2,4.0,-1.0
31172,Win,3,7,14,13,4,2,4.0,-1.0
31174,Loss,0,2,19,18,0,0,-2.0,8.0
31178,Loss,0,4,40,35,3,0,3.0,5.0
31199,Win,0,4,1,1,3,0,4.0,-19.0
31200,Win,0,4,1,1,3,0,4.0,-19.0
31234,Win,1,14,7,5,1,0,5.0,1.0
31235,Win,1,14,7,5,1,0,5.0,1.0
31236,Win,1,5,31,30,3,0,8.0,-5.0
31237,Win,1,5,31,30,3,0,8.0,-5.0
31245,Win,2,42,10,10,38,1,6.0,-4.0
31246,Win,2,42,10,10,38,1,6.0,-4.0
31247,Win,0,17,20,19,9,0,16.0,-5.0
31316,Win,3,6,12,11,5,3,-10.0,0.0
31317,Win,0,1,11,2,0,0,0.0,3.0
31318,Win,0,12,28,28,9,0,-5.0,-6.0
31319,Win,0,12,28,28,9,0,-5.0,-6.0
31326,Win,1,7,2,2,6,1,2.0,-17.0
31327,Win,1,12,7,7,11,1,-3.0,-7.0
31328,Win,1,3,3,3,2,1,-3.0,-9.0
31329,Win,0,3,0,0,1,0,-8.0,-12.0
31337,Win,0,3,0,0,0,0,-5.0,-8.0
31350,Loss,0,5,2,0,1,0,26.0,1.0
31351,Loss,0,5,2,0,1,0,26.0,1.0
31353,Loss,0,14,26,6,0,0,0.0,6.0
31354,Loss,0,14,26,6,0,0,0.0,6.0
31355,Loss,1,1,17,14,0,1,-17.0,10.0
31356,Loss,1,1,17,14,0,1,-17.0,10.0
31367,Loss,0,0,13,9,0,0,-14.0,13.0
31368,Win,0,3,4,4,1,0,1.0,-7.0
31403,Loss,0,0,1,0,0,0,-5.0,3.0
31404,Loss,0,0,1,0,0,0,-5.0,3.0
31405,Win,0,4,3,2,2,0,-17.0,2.0
31406,Win,0,4,3,2,2,0,-17.0,2.0
31407,Win,0,4,3,2,2,0,-17.0,2.0
31408,Win,0,4,3,2,2,0,-17.0,2.0
31413,Win,0,4,1,1,2,0,5.0,-3.0
31414,Win,0,4,1,1,2,0,5.0,-3.0
31418,Loss,0,4,16,11,0,0,-17.0,16.0
31421,Win,1,9,14,12,1,1,-7.0,12.0
31429,Loss,0,8,37,35,5,0,-10.0,6.0
31430,Loss,0,8,37,35,5,0,-10.0,6.0
31432,Draw,1,0,13,11,0,0,1.0,-1.0
31440,Win,0,14,11,11,5,0,1.0,3.0
31441,Win,0,14,11,11,5,0,1.0,3.0
31451,Draw,1,40,16,16,33,0,8.0,0.0
31452,Draw,1,40,16,16,33,0,8.0,0.0
31453,Loss,3,10,12,11,7,3,-6.0,-2.0
31524,Win,3,11,14,9,3,2,9.0,-1.0
31535,Win,2,12,18,18,11,2,-2.0,-1.0
31536,Loss,1,5,7,4,5,1,6.0,5.0
31537,Loss,0,3,15,14,2,0,3.0,6.0
31630,Loss,1,0,8,5,0,0,8.0,5.0
31631,Loss,1,0,8,3,0,0,8.0,5.0
31632,Loss,2,11,2,1,4,2,5.0,0.0
31633,Loss,2,3,7,2,0,2,5.0,6.0
31635,Loss,1,4,17,15,4,1,2.0,-3.0
31636,Loss,1,6,14,13,5,0,2.0,-3.0
31637,Loss,1,6,14,13,5,0,2.0,-3.0
31666,Win,0,5,4,0,0,0,-3.0,-3.0
31667,Win,1,8,2,1,2,1,-3.0,-11.0
31668,Win,1,8,2,1,2,1,-3.0,-11.0
31685,Win,0,17,9,9,10,0,0.0,-6.0
31686,Win,0,17,9,9,10,0,0.0,-6.0
31687,Win,0,17,9,9,10,0,0.0,-6.0
31688,Loss,2,0,8,7,0,2,-11.0,5.0
31689,Loss,2,0,8,7,0,2,-11.0,5.0
31690,Loss,2,0,8,7,0,2,-11.0,5.0
31691,Win,2,25,21,20,18,2,3.0,-7.0
31692,Win,2,25,21,20,18,2,3.0,-7.0
31693,Win,2,25,21,20,18,2,3.0,-7.0
31694,Draw,2,7,32,31,6,1,-5.0,-12.0
31695,Draw,2,7,32,31,6,1,-5.0,-12.0
31696,Draw,2,7,32,31,6,1,-5.0,-12.0
31697,Loss,3,3,10,9,3,3,-3.0,4.0
31698,Loss,3,3,10,9,3,3,-3.0,4.0
31699,Loss,3,3,10,9,3,3,-3.0,4.0
31700,Loss,3,3,10,9,3,3,-3.0,4.0
31701,Loss,3,3,10,9,3,3,-3.0,4.0
31702,Loss,3,3,10,9,3,3,-3.0,4.0
31706,Win,0,17,9,4,2,0,7.0,-6.0
31707,Win,1,9,10,4,2,1,2.0,-3.0
31708,Win,1,9,10,4,2,1,2.0,-3.0
31720,Win,0,6,14,14,5,0,-2.0,-2.0
31721,Win,0,6,14,14,5,0,-2.0,-2.0
31722,Win,0,10,3,3,1,0,8.0,-18.0
31723,Win,0,10,3,3,1,0,8.0,-18.0
31734,Win,2,18,0,0,16,2,4.0,-4.0
31737,Win,0,10,0,0,6,0,9.0,6.0
31738,Win,0,10,0,0,6,0,9.0,6.0
31739,Win,0,7,4,4,5,0,-1.0,-8.0
31742,Draw,3,1,2,1,0,0,-13.0,-6.0
31743,Loss,2,18,30,27,18,2,2.0,-8.0
31744,Loss,2,18,30,21,16,1,2.0,-8.0
31745,Loss,1,10,16,4,0,0,2.0,-9.0
31749,Loss,0,0,6,2,0,0,1.0,-10.0
31750,Loss,0,0,6,2,0,0,1.0,-10.0
31751,Loss,0,17,16,15,13,0,2.0,-10.0
31758,Draw,4,17,3,2,12,2,13.0,6.0
31763,Win,4,17,3,3,15,4,-1.0,10.0
31764,Win,4,17,3,3,15,4,-1.0,10.0
31765,Win,4,17,3,2,9,2,-2.0,10.0
31766,Loss,2,18,30,25,17,2,0.0,2.0
31788,Win,2,4,8,8,3,2,13.0,-4.0
31789,Win,2,4,8,8,3,2,13.0,-4.0
31817,Loss,0,3,14,1,0,0,5.0,7.0
31818,Loss,0,3,14,1,0,0,5.0,7.0
31819,Loss,2,2,8,4,0,1,2.0,6.0
31820,Loss,2,2,8,4,0,1,2.0,6.0
31821,Loss,2,0,6,1,0,0,-8.0,9.0
31822,Loss,2,0,6,1,0,0,-8.0,9.0
31823,Loss,2,7,32,28,6,1,-5.0,-10.0
31824,Loss,1,4,22,16,0,1,-5.0,0.0
31825,Loss,1,4,22,16,0,1,-5.0,0.0
31826,Loss,1,4,22,16,0,1,-5.0,0.0
31831,Draw,1,0,19,17,0,0,1.0,2.0
31832,Win,0,3,19,19,2,0,6.0,3.0
31848,Win,0,4,10,6,2,0,-1.0,2.0
31849,Win,0,4,10,1,0,0,-1.0,2.0
31850,Win,0,4,10,6,2,0,-1.0,2.0
31851,Win,0,4,10,1,0,0,-1.0,2.0
31852,Win,0,15,30,30,13,0,2.0,-7.0
31853,Win,0,15,30,30,13,0,2.0,-7.0
31854,Loss,1,4,22,9,0,1,-3.0,1.0
31855,Loss,1,4,22,9,0,1,-3.0,1.0
31856,Loss,1,4,22,9,0,1,-3.0,1.0
31857,Loss,1,4,22,9,0,1,-3.0,1.0
31858,Loss,1,4,22,9,0,1,-3.0,1.0
31859,Loss,1,4,22,9,0,1,-3.0,1.0
31860,Loss,1,4,22,9,0,1,-3.0,1.0
31861,Loss,1,4,22,9,0,1,-3.0,1.0
31862,Loss,1,4,22,9,0,1,-3.0,1.0
31918,Loss,0,5,28,22,0,0,-3.0,1.0
31919,Loss,1,0,22,12,0,1,0.0,7.0
31921,Loss,0,5,28,27,4,0,-8.0,0.0
31922,Win,1,2,21,14,0,0,-8.0,-1.0
31923,Loss,0,4,37,30,1,0,-11.0,2.0
31935,Win,2,34,6,6,32,2,0.0,-13.0
31983,Win,0,3,0,0,2,0,0.0,3.0
32003,Loss,0,1,8,5,0,0,3.0,-1.0
32004,Loss,0,1,8,5,0,0,3.0,-1.0
32013,Loss,1,3,5,0,0,0,3.0,-1.0
32014,Loss,1,3,5,0,0,0,3.0,-1.0
32026,Win,0,10,0,0,6,0,13.0,-4.0
32027,Win,0,10,0,0,6,0,13.0,-4.0
32043,Loss,0,0,11,10,0,0,-5.0,6.0
32055,Win,3,13,12,8,5,3,5.0,2.0
32056,Win,0,14,16,8,6,0,10.0,0.0
32117,Loss,0,1,11,5,1,0,3.0,3.0
32118,Loss,0,2,17,7,0,0,-5.0,0.0
32140,Win,2,5,8,8,4,2,5.0,-1.0
32142,Loss,0,0,25,8,0,0,2.0,15.0
32143,Loss,4,25,7,3,15,2,2.0,10.0
32144,Loss,4,25,7,3,15,2,2.0,10.0
32145,Loss,0,0,17,4,0,0,-4.0,17.0
32149,Win,0,8,14,11,6,0,18.0,-7.0
32162,Loss,0,2,23,22,2,0,-5.0,-2.0
32163,Loss,1,3,22,18,1,1,-8.0,4.0
32164,Loss,0,0,18,11,0,0,-5.0,8.0
32165,Loss,0,0,18,6,0,0,-5.0,8.0
32237,Win,0,14,1,0,1,0,0.0,2.0
32278,Loss,2,18,30,29,18,2,-10.0,2.0
32279,Loss,2,18,30,29,18,2,-10.0,2.0
32280,Loss,1,10,16,9,3,0,-10.0,1.0
32281,Loss,1,10,16,8,3,0,-10.0,1.0
32282,Loss,1,10,16,9,3,0,-10.0,1.0
32283,Loss,1,10,16,8,3,0,-10.0,1.0
32292,Win,4,19,13,13,14,3,16.0,-7.0
32293,Win,4,19,13,13,14,3,16.0,-7.0
32339,Loss,1,0,10,9,0,1,0.0,0.0
32340,Loss,1,0,10,9,0,1,0.0,0.0
32341,Draw,2,0,6,6,0,1,-3.0,-1.0
32342,Draw,2,0,6,6,0,1,-3.0,-1.0
32343,Loss,0,0,13,11,0,0,-13.0,4.0
32344,Loss,0,0,13,11,0,0,-13.0,4.0
32351,Draw,1,0,10,6,0,0,3.0,1.0
32352,Loss,0,1,11,3,0,0,-5.0,0.0
32354,Draw,1,9,4,4,3,0,0.0,0.0
32355,Draw,1,9,4,4,3,0,0.0,0.0
32357,Win,1,9,2,2,6,1,0.0,-1.0
32400,Win,1,33,11,10,26,1,-5.0,-13.0
32420,Loss,0,10,3,0,0,0,12.0,-18.0
32447,Win,0,9,0,0,0,0,-9.0,-4.0
32448,Win,0,9,0,0,0,0,-9.0,-4.0
32449,Win,2,18,0,0,3,2,1.0,-9.0
32450,Win,2,4,2,2,2,2,2.0,-1.0
32475,Loss,0,3,8,2,0,0,0.0,1.0
32476,Loss,0,0,11,7,0,0,-3.0,5.0
32492,Loss,0,0,6,4,0,0,-3.0,1.0
32493,Loss,0,0,6,4,0,0,-3.0,1.0
32496,Win,1,2,3,3,0,0,6.0,5.0
32497,Win,1,2,3,3,0,0,6.0,5.0
32510,Win,0,3,6,6,1,0,-4.0,12.0
32511,Win,0,3,6,6,1,0,-4.0,12.0
32548,Win,3,10,12,12,9,3,-6.0,-10.0
32549,Win,0,7,7,7,4,0,6.0,-3.0
32550,Win,1,2,4,3,0,0,2.0,-1.0
32579,Win,0,7,6,6,6,0,10.0,-9.0
32594,Loss,0,0,12,9,0,0,-2.0,5.0
32595,Win,2,5,5,5,3,2,-2.0,1.0
32600,Win,0,2,23,22,1,0,-2.0,-2.0
32601,Win,0,2,23,22,1,0,-2.0,-2.0
32602,Win,0,9,23,20,4,0,-2.0,1.0
32603,Win,0,9,23,20,4,0,-2.0,1.0
32638,Win,0,5,0,0,4,0,4.0,0.0
32639,Win,0,5,0,0,4,0,4.0,0.0
32640,Win,0,5,0,0,4,0,4.0,0.0
32641,Win,0,5,0,0,4,0,4.0,0.0
32642,Loss,1,1,2,0,0,0,0.0,-7.0
32643,Loss,1,1,2,0,0,0,0.0,-7.0
32644,Win,4,13,10,10,12,4,4.0,5.0
32700,Loss,0,0,15,11,0,0,5.0,10.0
32701,Loss,0,0,15,11,0,0,5.0,10.0
32712,Win,2,21,7,7,18,2,5.0,-2.0
32713,Win,2,21,7,7,15,2,5.0,-2.0
32716,Win,2,21,7,6,11,2,3.0,-5.0
32717,Win,2,21,7,1,5,1,3.0,-5.0
32718,Loss,0,0,17,11,0,0,-6.0,7.0
32724,Win,2,29,8,6,2,1,0.0,-8.0
32725,Win,1,2,4,4,1,1,17.0,0.0
32729,Win,2,29,8,7,5,1,7.0,-2.0
32744,Win,0,1,0,0,0,0,-5.0,2.0
32745,Win,0,7,7,5,1,0,4.0,0.0
32748,Draw,1,0,8,8,0,0,-1.0,5.0
32749,Draw,1,0,8,8,0,0,-1.0,5.0
32750,Draw,1,0,8,8,0,0,-1.0,5.0
32751,Draw,1,0,8,8,0,0,-1.0,5.0
32752,Win,0,3,2,2,2,0,9.0,3.0
32753,Win,0,3,2,2,2,0,9.0,3.0
32790,Win,0,7,7,7,3,0,1.0,8.0
32898,Loss,0,0,7,3,0,0,15.0,-5.0
32899,Loss,0,0,7,0,0,0,15.0,-5.0
32904,Win,0,3,0,0,2,0,-8.0,-5.0
